paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,score_scale,condition_name,element_name,is_interaction,participant_per_element,totalSP,totalINV,totalREAL,totalGP,totalTOTAL,meanSP,meanINV,meanREAL,meanGP,meanTOTAL,sdSP,sdINV,sdREAL,sdGP,sdTOTAL,otherSP,otherINV,otherREAL,otherGP,otherTOTAL,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,likert_scale,rating_scale,file,standard_total_17
155,168,412,Spatial perception of ceiling height and type variation in immersive virtual environments,Immersive virtual environments; Spatial perception; Building information modelling; User-centered design; Participatory design; User perception,40,29,11,20,27,20.95,1.62,3D Graphics - HMD VR,Unknown,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,40,29,11,20,27,20.95,1.62,within-subject,each component,/Mean/SD/,Other,After,No,T-Test,,,1,6,Condition,Condition,No,40,,,,,,,,,,3.38,,,,,0.64,,,,,,0,SH Cha; C Koo; TW Kim; T Hong,2019,Building and Environment,Elsevier,https://www.sciencedirect.com/science/article/pii/S0360132319304950,,810,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,33.32,2.38,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,7-point,Fair,Each Study,89.32
156,169,413,The Effect of Elastic Feedback on the Perceived User Experience and Presence of Travel Methods in Immersive Environments,,24,,,19,29,23,,3D Graphics - HMD VR,No sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,24,,,19,29,23,,within-subject,each component,/Mean/SD/,Chart,After,No,ANOVA,,,2,-33,FM,EL,No,48,,,,,,1.263157895,0.039473684,-0.934210526,0.75,,,,,,,,,,,,0,T G�nther; L Engeln; SJ Busch�,2019,2019 IEEE Conference �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8798119/,,776,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,-33.74342,-2.4102442,TRUE,-7.4013157,-10.842105,-13.789474,-1.7105263,-1.4802631,-2.7105262,-3.4473684,-1.7105263,3D Graphics - HMD VR,7-point,Fair,Each Study,22.25658
157,170,415,The effect of game�based immersive virtual reality learning environment on learning outcomes: designing an intrinsic integrated educational game for pre�class �,Augmented and virtual reality; games; secondary education; improving classroom teaching; interactive learning environments,100,,,13,16,,,3D Graphics - HMD VR,Unknown,Education and training;Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,100,,,13,16,,,between-subject,each component,/Mean/SD/,Other,After,No,,,,1,17,Group,Overall,No,100,,,,,,4.99,4.27,3.73,4.85,,1.64,1.9,2.01,1.63,,,,,,,1,A Shi; Y Wang; N Ding,2019,Interactive Learning Environments,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10494820.2019.1681467,https://scholar.google.com/scholar?cites=7663756340603146582&as_sdt=2005&sciodt=0;5&hl=en,887,43929.88681,,,,,,,,,1,1,0,3,1,YES,,,19.8,1.4142855,TRUE,9.95,5.08,2.92,1.85,1.99,1.27,0.73,1.85,3D Graphics - HMD VR,7-point,Fair,Each Study,75.8
158,171,416,The Effect of Presence and Appearance of Guides in Virtual Reality Exhibitions,Virtual reality; VR; Virtual avatar; Presence; Co-Presence; Uncanny valley effect,20,,9,19,31,23.3,3.45,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,20,,9,19,31,23.3,3.45,within-subject,each component,/Mean/SD/,Other,After,No,Chi-square,,,4,6,Condition,Real,No,80,,,,,,4.625454545,3.956363636,4.465454545,5.149090909,4.436363636,,,,,,,,,,,1,R Rzayev; G Karaman; K Wolf; N Henze�,2019,Proceedings of Mensch �,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3340764.3340802,https://scholar.google.com/scholar?cites=9716417567070649920&as_sdt=2005&sciodt=0;5&hl=en,736,43929.88681,,,,,,,,,1,1,0,5,1,YES,,,15.596365,1.114026,TRUE,7.7818184,4.2763634,1.7890909,1.7490909,1.5563636,1.0690908,0.44727272,1.7490909,3D Graphics - HMD VR,7-point,Fair,Each Study,71.596365
159,172,420,Toward Virtual Stress Inoculation Training of Prehospital Healthcare Personnel: A Stress-Inducing Environment Design and Investigation of an Emotional Connection �,Stress; training; emergency healthcare personnel; virtual reality; storytelling; emotional connection; presence,60,,,21,48,,,3D Graphics - HMD VR,Stereo sound,Education and training;Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,60,,,21,48,,,between-subject,each component,/Mean/SD/,Chart,After,No,,,,1,-33,Group,Overall,No,60,,,,,,1,0.6,0.05,1,,,,,,,,,,,,1,M Prachyabrued; D Wattanadhirach�,2019,� IEEE Conference on �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8797705/,https://scholar.google.com/scholar?cites=10091377123105683699&as_sdt=2005&sciodt=0;5&hl=en,674,43929.88681,,,,,,,,,1,1,0,3,1,YES,,,-33.4,-2.3857143,TRUE,-10,-9.6,-11.8,-2,-2,-2.4,-2.95,-2,3D Graphics - HMD VR,7-point,Fair,Each Study,22.6
160,173,421,Virtual Reality Forge: Pattern-Oriented Authoring of Virtual Reality Nuggets,Pattern-Based Virtual Reality; Laymen Authoring; Microlearning,17,,10,26,52,35.29,7.74,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,German,Not Sure,,,1,Study 1,,17,,10,26,52,35.29,7.74,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Overall,No,17,,,,,,5.31,4.14,2.76,4.07,,0.56,1.01,0.96,0.72,,,,,,,0,R Horst; R D�rner,2019,25th ACM Symposium on Virtual Reality Software �,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359996.3364261,,694,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,16.22,1.1585715,TRUE,11.55,4.56,-0.96,1.07,2.31,1.14,-0.24,1.07,3D Graphics - HMD VR,7-point,Fair,Each Study,72.22
171,183,453,Development and pilot test of a virtual reality system for electric powered wheelchair simulation,Wheelchair;Virtual Reality;Simulator,5,,,18,35,,,3D Graphics - HMD VR,Unknown,Design and visualization;Healthcare and clinical therapies;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,5,,,18,35,,,within-subject,each item,/Mean/SD/,Other,After,No,,,,1,6,Condition,Overall,No,5,,,,,,3.96,3.25,3.15,5.2,,1.5,1.07,1.65,0.4,,,,,,,4,KA Hernandez-Ossa; B Longo�,2017,��on Systems; Man��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8122974/,https://scholar.google.com/scholar?cites=1007363978158490907&as_sdt=2005&sciodt=0;5&hl=en,55,43628,,,,,,,,,4,2,1,3,2,YES,,5-point rating scale,8.6,0.6142857,TRUE,4.8,1,0.6,2.2,0.9599999,0.25,0.15,2.2,3D Graphics - HMD VR,7-point,Fair,Each Study,64.6
174,186,458,Virtual Reality Simulator for Electric Powered Wheelchairs Using a Joystick,,5,,,18,36,,,3D Graphics - HMD VR,Unknown,Design and visualization;Healthcare and clinical therapies;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,5,,,18,36,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Overall,No,5,,,,,,5.28,4.3,4.1,5.6,,0.47,0.94,1.37,0.49,,,,,,,0,KA Hernandez-Ossa; EH Montenegro-Couto�,2019,XXVI Brazilian Congress �,Springer,https://link.springer.com/chapter/10.1007/978-981-13-2119-1_112,,1,43948.97422,,,,,,,,,0,0,0,3,1,For some people with severe physical impairments; the main assistive device to improve their independence in activities of daily living and to enhance overall well-being is an electric powered wheelchair (EPW). However; a large number of wheelchair users find nearly impossible to drive with conventional EPW interfaces; so there is a necessity to offer users EPW training. In this work the SimCadRoM is presented. It is a virtual reality simulator for EPW safe driving learning purposes; testing of driving skills and performance; and testing �,,,23.6,1.6857144,TRUE,11.4,5.2,4.4,2.6,2.28,1.3,1.1,2.6,3D Graphics - HMD VR,7-point,Fair,Each Study,79.6
161,174,422,Authoring tools for creating 360 multisensory videos�Evaluation of different interfaces,,48,24,24,17,47,23.43,5.892,3D Graphics - Monoscopic,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,48,24,24,17,47,23.43,5.892,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,6,15,DisplayxGender,DesktopxMale,No,144,,,,,,3.563,3.219,2.35,3.286,,0.666,0.807,0.573,0.58,,,,,,,1,H Coelho; M Melo; L Barbosa; J Martins�,2019,Expert �,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12418,https://scholar.google.com/scholar?cites=10087219855199090926&as_sdt=2005&sciodt=0;5&hl=en,640,43929.88681,,,,,,,,,1,1,0,5,1,YES,,,5.653,0.4037857,TRUE,6.87625,0.626,-2.5749998,0.72574997,1.3752501,0.1565,-0.64374995,0.72574997,3D Graphics - Monoscopic,5-point,Fair,Each Study,61.653
162,175,428,A Comparative Study Between Wired and Wireless Virtual Reality Setups,Virtual Reality; immersion; presence; Cybersickness; game experience; wireless; head-mounted display,68,40,28,16,49,21.43,4.773,3D Graphics - HMD VR,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,68,40,28,16,49,21.43,4.773,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,3,15,HMD Connection,Cable,No,52,,,,,,3.74,3.375,3.688,3.621,,0.375,0.606,0.798,0.375,,,,,,,0,G Gon�alves; P Monteiro; M Melo�,2020,IEEE �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8977475/,,746,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,15.023942,1.0731387,TRUE,6.18,2.4514616,5.3086157,1.0838654,1.2360001,0.6128654,1.3271539,1.0838654,3D Graphics - HMD VR,5-point,Fair,Each Study,71.023942
163,176,431,360 video journalism: experimental study on the effect of immersion on news experience and distant suffering,360� video;distant suffering;immersive journalism;multimethod design;presence;VR journalism,149,70,79,15,73,29.9,13.6,3D Graphics - Monoscopic,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,149,70,79,15,73,29.9,13.6,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,4,15,Display,Video,No,149,,,,,,2.97,2.89,2.77,3.27,2.9,0.82,0.91,0.71,0.99,0.58,,,,,,11,K Van Damme; A All; L De Marez�,2019,Journalism Studies,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1461670X.2018.1561208,https://scholar.google.com/scholar?cites=14097108024488776365&as_sdt=2005&sciodt=0;5&hl=en,374,43929.88681,,,,,,,,,11,11,3,4,1,YES,,,5.1476173,0.36768696,TRUE,3.2622485,1.0687248,-0.17838925,0.9950336,0.65244967,0.2671812,-0.044597313,0.9950336,3D Graphics - Monoscopic,5-point,Fair,Each Study,61.1476173
164,177,435,Virtual reality in training: an experimental study with firefighters,Virtual reality;Virtual training;Real world training;Firefighter training,25,,,17,35,21.36,,3D Graphics - HMD VR,Stereo sound,Education and training;Healthcare and clinical therapies;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,25,,,17,35,21.36,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,15,Condition,VE,No,7,,,,,,3.9,2.96,2.68,3.24,,0.45,0.8,0.64,0.31,,,,,,,0,D Narciso; M Melo; JV Raposo; J Cunha�,2020,Multimedia Tools and �,Springer,https://link.springer.com/article/10.1007/s11042-019-08323-4,,867,43929.88681,,,,,,,,,0,0,0,5,1,YES,,,4.95,0.35357141,TRUE,6.75,-0.24,-1.92,0.35999998,1.35,-0.06,-0.48,0.35999998,3D Graphics - HMD VR,5-point,Fair,Each Study,60.95
165,178,436,The impact of olfactory and wind stimuli on 360 videos using head-mounted displays,Virtual reality; multisensory stimulation; presence; cybersickness; olfactory; tactile; immersion,48,30,18,18,51,24.5,6.624,3D Graphics - HMD VR,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,48,30,18,18,51,24.5,6.624,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA; Pearson Correlation Test,,,3,15,Condition,360 video,No,48,,,,,,3.33,2.92,2.98,3.12,,0.4,0.77,0.69,0.44,,,,,,,1,D Narciso; M Melo; J Vasconcelos-Raposo�,2020,ACM Transactions on �,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3380903,https://scholar.google.com/scholar?cites=253786477375712610&as_sdt=2005&sciodt=0;5&hl=en,666,43929.88681,,,,,,,,,1,1,0,4,1,YES,,,5.41,0.38642856,TRUE,4,0.09999999,0.90000004,0.41,0.8,0.024999997,0.22500001,0.41,3D Graphics - HMD VR,5-point,Fair,Each Study,61.41
166,179,439,Virtual Reality for training-The impact of smell on presence; cybersickness; fatigue; stress and knowledge transfer,Virtual Reality; Olfactory Sense; Multisensory Stimulation,24,,,20,33,25.38,4.073,3D Graphics - HMD VR,Stereo sound,Education and training;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,24,,,20,33,25.38,4.073,between-subject,each component,/Mean/SD/,Other,After,No,T Test,,,2,15,Condition,With Smell,No,24,,,,,,3.73,3.14,3.64,3.5,,0.44,0.91,0.63,0.47,,,,,,,0,D Narciso; M Bessa; M Melo�,2019,� on Graphics and �,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8955071/,,714,43929.88681,CITATION,,,,,,,,0,0,0,4,1,YES,,,8.28,0.5914286,TRUE,5.3250003,-0.26999998,2.67,0.555,1.065,-0.067499995,0.6675,0.555,3D Graphics - HMD VR,5-point,Fair,Each Study,64.28
167,180,441,Development and Evaluation of a Simulation System of Electric-Powered Wheelchairs for Training Purposes,,20,,,18,36,,,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,20,,,18,36,,,between-subject,each component,/Mean/SD/,Other,After,No,,,,2,6,Condition,Joystick,No,20,,,,,,5.34,4.53,3.75,5.4,,0.6,1.02,1.35,0.66,,,,,,,0,KAH OSSA,2018,,repositorio.ufes.br,http://repositorio.ufes.br/bitstream/10/10706/1/tese_11359_disserta%C3%A7%C3%A3o%20kevin.pdf,,290,43628,PDF,,,,,,,,0,0,0,1,1,YES,Simulator,5-point rating scale,25.095001,1.7924999,TRUE,12.825,6.1800003,3.5400002,2.55,2.565,1.5450001,0.88500005,2.55,3D Graphics - HMD VR,5-point,Fair,Each Study,81.095001
168,181,443,The technization of self-care in hearing aid research,Sense of presence; plausibility; audiovisual environments; Grounded Theory,21,,,,,,,3D Graphics - Monoscopic,Unknown,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,21,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,,,,2,15,Type,A,No,21,,,,,,3,3,2,2,,,,,,,,,,,,0,R Paluch; M Krueger; M Meis,2018,dga-ev.com,,https://www.dga-ev.com/fileadmin/dga2018/site/data/final/0056.pdf,,45,43628,PDF,,,,,,,,0,0,0,3,,YES,,5-point rating scale,-2.857143,-0.20408162,TRUE,1.7857143,0,-3.142857,-1.5,0.35714287,0,-0.78571427,-1.5,3D Graphics - Monoscopic,5-point,Fair,Each Study,53.142857
170,182,445,The impact of different exposure times to 360 video experience on the sense of presence,Virtual Reality; Presence; 360?Video,65,32,33,19,43,21,5.497,3D Graphics - HMD VR,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,65,32,33,19,43,21,5.497,between-subject,each component,/Mean/SD/,Other,After,No,MANOVA; ANOVA,,,8,15,ExposureTimexGender,1xfemale,No,130,,,,,48.71,,,,,,,,,,5.65,,,,,,6,M Melo; S Sampaio; L Barbosa�,2016,2016 23rd��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7851192/,https://scholar.google.com/scholar?cites=16394377114232326960&as_sdt=2005&sciodt=0;5&hl=en,149,43628,,,,,,,,,6,2,2,4,3,YES,PresencexExposureTime,5-point rating scale,10.319769,0.7371264,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,5-point,Fair,Each Study,66.319769
172,184,454,Relaxing at the perfect beach: influence of auditory stimulation on positive and negative affect in a virtual environment,,14,7,7,24,64,28.1,11.8,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,German,Not Sure,,,1,Study 1,,14,7,7,24,64,28.1,11.8,between-subject,whole questionnaire,/Mean/SD/,Other,After,No,ANOVA,,,2,15,Condition,Natural Sound,No,14,,,,,,,,,,3.05,,,,,0.7,,,,,,1,A Dermer,2016,,essay.utwente.nl,https://essay.utwente.nl/71263/,https://scholar.google.com/scholar?cites=7113885656709778092&as_sdt=2005&sciodt=0;5&hl=en,1,43948.95661,,,,,,,,,1,0.25,1,1,4,,,,-1.5749999,-0.112500004,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,5-point,Fair,Each Study,54.4250001
173,185,456,Virtual Reality in Education: Learning a Foreign Language,,12,,,12,15,13.67,0.745,3D Graphics - HMD VR,Stereo sound,Education and training;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,12,,,12,15,13.67,0.745,within-subject,each component,/Mean/SD/,Other,After,No,,,,2,15,Condition,VR,No,24,,,,,,3.907,2.778,3.361,3.349,,0.394,0.845,0.458,0.362,,,,,,,3,D Pinto; B Peixoto; A Krassmann; M Melo�,2019,World Conference on �,Springer,https://link.springer.com/chapter/10.1007/978-3-030-16187-3_57,https://scholar.google.com/scholar?cites=5130200142569269312&as_sdt=2005&sciodt=0;5&hl=en,1,43948.96376,,,,,,,,,3,3,1,5,1,There are still open questions about the effectiveness of Virtual Reality (VR) in Education when compared to conventional learning methods. This paper studies the feasibility of a VR-based learning tool and the possible differences in knowledge retention across a VR learning method and a conventional audio method; when it comes to learning a foreign language. Also; the students' sense of presence and satisfaction were studied. For such purpose; a user study was conducted and results revealed that while presence and �,,,4.3935,0.31382143,TRUE,4.56375,-1.6290001,1.191,0.26775002,0.91275,-0.40725002,0.29775,0.26775002,3D Graphics - HMD VR,5-point,Fair,Each Study,60.3935
175,187,459,Living behind dikes: mimicking flooding experiences,Emotion;flooding experience;presence;simulation;virtual environment,55,38,17,16,80,45.25,,Projection Display,Stereo sound,Education and training;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,55,38,17,16,80,45.25,,between-subject,whole questionnaire,/Mean/SD/,Other,After,No,,,,3,4,Condition,3D,No,55,,,,,,,,,,2.228571429,,,,,,,,,,,21,R Zaalberg; CJH Midden,2013,Risk Analysis,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1539-6924.2012.01868.x,https://scholar.google.com/scholar?cites=9521160230700468433&as_sdt=2005&sciodt=0;5&hl=en,1,43949.00015,,,,,,,,,21,3,11,2,7,Delta areas like the Netherlands are threatened by global climate change. Awareness is; however; rather low. Our research objective was to investigate whether coping responses to flooding risks could be enhanced in a virtual environment (VE). A laboratory experiment was conducted in which participants were exposed to a simulated dike breach and consequent flooding of their virtual residence. We tested the hypothesis that an interactive 3D flood simulation facilitates coping responses compared to noninteractive film and slide �,,,-3.54,-0.25285715,FALSE,911,911,911,911,911,911,911,911,Projection Display,5-point,Fair,Each Study,52.46
176,188,460,An exploratory study of the impact of a virtual world learning environment on student interaction and learning satisfaction,,22,,,19,30,25,,Unknown,Unknown,Education and training;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,22,,,19,30,25,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,15,Condition,Overall,No,22,,,,,,,,,,3.68,,,,,0.75,,,,,,13,C Zhang; I Zigurs,2009,AMCIS 2009 Proceedings,aisel.aisnet.org,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1404&context=amcis2009,https://scholar.google.com/scholar?cites=17217560838370901991&as_sdt=2005&sciodt=0;5&hl=en,1,43949.01705,,,,,,,,,13,1.18,7,2,11,Research in online education has demonstrated that social presence and student interaction are important factors in learning. This study extends current research to the new learning environment of virtual worlds and explores their role in student interaction and learning satisfaction. We examined learning satisfaction in an online course using virtual world technology to assess sense of presence; social presence and student interaction. Data on multiple independent variables (measures of presence; social presence; and interaction) �,,,14.28,1.02,FALSE,911,911,911,911,911,911,911,911,Unknown,5-point,Fair,Each Study,70.28
177,189,461,The effects of body position on Reflexive Motor Acts and the sense of presence in virtual environments,Virtual reality;Body position;Multisensory;Reflexive Motor Acts;Presence,35,19,16,17,33,23.38,4.068,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,19,16,17,33,23.38,4.068,,within-subject,whole questionnaire,/Mean/SD/,Other,After,No,,,,4,15,PositionxGender,SeatedxMale,No,70,,,,,45.89,,,,,,,,,,3.26,,,,,,7,M Bessa; M Melo; AA de Sousa�,2018,Computers & �,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301863,https://scholar.google.com/scholar?cites=9636241283142622033&as_sdt=2005&sciodt=0;5&hl=en,1,43949.05148,,,,,,,,,7,3.5,2,4,2,The purpose of this study was to measure the subject's sense of presence while they performed a task (riding a bicycle downhill) in a virtual reality (VR) environment and to compare it by body position (standing vs. sitting) and gender. The sample consisted of 35 subjects (19 male and 16 female) between 17 and 33 years of age. A translated and validated Portuguese version of the Igroup Presence Questionnaire (IPQp) and the Reflexive Motor Acts (RMAs); based on direct observation; were used as metrics. The results �,,,3.5380712,0.2527194,FALSE,911,911,911,911,911,911,911,911,3D Graphics - HMD VR,5-point,Fair,Each Study,59.5380712
178,190,465,The implicit and explicit memory of static and interactive objects in virtual reality,Virtual Reality;Implicit memory;Explicit memory;Advertising,30,19,11,20,33,,,3D Graphics - HMD VR,Unknown,Design and visualization;Social Science and psychology,,Swedish,Not Sure,,,1,Study 1,,30,19,11,20,33,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,15,Condition,Overall,No,30,,,,,,4.7,3.4,2.8,4,,,,,,,,,,,,0,P Olsson,2019,,diva-portal.org,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1337229,,1,43949.05223,,,,,,,,,0,0,0,1,1,Virtual reality applications are developing fast and break new grounds every day in new industries. In today's market; most of the virtual reality projects are funded by venture capitalists and are yet to produce any revenue. For an advertiser to be willing to advertise they must see some sort of value or possibility to receive revenue out of the intended commercial. Memory is a common measure of influence from a commercial. Therefore; this thesis aim was to investigate if the memory; in terms of implicit and explicit memory; was �,,,15.45,1.1035714,TRUE,12.75,2.4,-1.2,1.5,2.55,0.6,-0.3,1.5,3D Graphics - HMD VR,5-point,Fair,Each Study,71.45
179,191,470,Evaluating autostereoscopic 3D baseball games using signal detection theory and receiver operating characteristic space,Autostereoscopic 3D;Signal detection theory (SDT);Receiver operating characteristic (ROC) space;Visual fatigue;Presence,25,12,13,,,20.2,2.58,3D Graphics - Monoscopic,Unknown,Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,25,12,13,,,20.2,2.58,within-subject,whole questionnaire,/Mean//,Other,After,No,,,,5,3,Time,10,No,25,,,,,16.03,,,,,,,,,,,,,,,,0,PH Lin; CH Chen,2019,International Journal of Industrial Ergonomics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169814118304967,,272,43676,,,,,,,,,0,0,0,2,,YES,Autostereoscopic,Rating scale from 0 to 3,-8.16,-0.582857143,FALSE,911,911,911,911,911,911,911,911,3D Graphics - Monoscopic,3-point,Fair,Each Study,47.84
